,id,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,neighbourhood_Harlem,neighbourhood_Morningside Heights,neighbourhood_Upper West Side
14213,9833212,80,5,7,0.18,0,1,0,0,0,0,1
14215,9835226,295,30,3,0.1,365,1,0,0,0,0,1
14216,9835350,199,2,126,3.28,136,1,0,0,1,0,0
14228,9838832,100,3,21,0.56,0,0,1,0,0,0,1
14230,9839017,149,4,22,0.6,180,1,0,0,1,0,0
14236,9841191,99,2,5,0.13,0,1,0,0,0,0,1
14242,9843277,75,15,0,0.0,0,1,0,0,0,1,0
14261,9853884,45,15,0,0.0,0,0,1,0,0,1,0
14280,9859888,65,1,3,0.08,0,1,0,0,1,0,0
14290,9861797,200,5,2,0.06,0,1,0,0,0,0,1
14292,9862199,103,3,1,0.03,0,1,0,0,0,0,1
14315,9866779,30,8,1,0.03,0,0,1,0,1,0,0
14326,9875822,85,4,0,0.0,0,0,1,0,1,0,0
14368,9887326,70,15,2,0.06,0,0,1,0,0,0,1
14375,9894741,60,2,0,0.0,0,0,1,0,1,0,0
14378,9896731,100,2,1,0.03,0,0,1,0,1,0,0
14379,9897418,120,7,0,0.0,0,1,0,0,1,0,0
14389,9900120,45,4,1,0.03,0,0,1,0,1,0,0
14390,9900224,140,2,16,0.56,0,0,1,0,0,0,1
14395,9901706,180,1,0,0.0,0,1,0,0,0,0,1
14396,9902123,179,2,5,0.14,0,1,0,0,0,0,1
14397,9902263,120,9,0,0.0,0,1,0,0,0,0,1
14400,9902915,100,6,0,0.0,0,0,1,0,1,0,0
14408,9905474,200,2,0,0.0,0,1,0,0,1,0,0
14422,9918524,55,21,0,0.0,0,0,1,0,0,1,0
14444,9926044,100,1,18,0.47,325,0,1,0,1,0,0
14467,9936109,200,3,1,0.03,0,1,0,0,0,1,0
14472,9937434,200,1,11,0.29,0,1,0,0,0,0,1
14486,9941603,130,2,292,7.71,0,0,1,0,0,0,1
14490,9943258,140,4,0,0.0,0,1,0,0,0,0,1
14492,9943776,300,2,99,2.63,261,1,0,0,0,0,1
14514,9956834,120,3,77,2.31,69,1,0,0,1,0,0
14521,9959880,49,1,1,0.03,0,0,1,0,0,1,0
14522,9960135,65,2,5,0.17,0,0,1,0,1,0,0
14523,9960561,195,5,24,0.72,0,1,0,0,0,0,1
14533,9969565,97,1,0,0.0,0,1,0,0,0,1,0
14541,9973654,95,1,1,0.04,0,0,1,0,0,0,1
14544,9975425,110,5,9,0.25,0,1,0,0,1,0,0
14561,9979707,129,28,20,0.53,119,0,1,0,0,0,1
14562,9984143,199,10,0,0.0,0,1,0,0,0,0,1
14569,9989322,45,30,21,0.55,103,0,1,0,1,0,0
14572,9989842,219,2,1,0.04,0,1,0,0,0,0,1
14580,9992479,59,1,1,0.03,0,0,1,0,1,0,0
14581,9992525,70,1,7,0.28,0,0,1,0,1,0,0
14593,9996830,89,1,3,0.08,0,1,0,0,0,1,0
14605,9998930,40,6,5,0.14,0,0,1,0,0,0,1
14609,9999714,55,10,0,0.0,0,0,1,0,1,0,0
14610,9999939,75,2,2,0.05,0,0,1,0,0,0,1
14613,10000943,199,2,10,0.29,0,1,0,0,0,0,1
14617,10008615,125,31,26,0.69,60,1,0,0,1,0,0
14623,10010845,90,1,149,3.95,9,1,0,0,0,0,1
14624,10011009,120,5,0,0.0,0,1,0,0,0,0,1
14625,10011086,100,3,1,0.03,0,1,0,0,1,0,0
14637,10015258,80,3,1,0.03,0,0,1,0,0,0,1
14658,10019335,78,5,0,0.0,0,1,0,0,1,0,0
14666,10021643,100,15,1,0.03,0,0,1,0,0,0,1
14671,10022956,50,7,75,4.07,214,0,1,0,1,0,0
14672,10022997,150,3,0,0.0,0,1,0,0,0,0,1
14684,10032285,70,1,0,0.0,0,0,1,0,0,1,0
14686,10032495,49,5,1,0.03,0,0,1,0,0,0,1
14696,10035098,175,2,1,0.03,0,1,0,0,0,0,1
14716,10039579,226,3,44,2.37,291,1,0,0,1,0,0
14724,10043064,150,2,2,0.05,0,1,0,0,1,0,0
14738,10053943,99,999,2,0.08,139,1,0,0,1,0,0
14742,10054480,55,3,45,1.62,44,0,1,0,1,0,0
14745,10054894,90,1,0,0.0,0,0,1,0,1,0,0
14757,10058942,39,2,3,0.08,0,0,1,0,1,0,0
14767,10067199,42,12,0,0.0,0,0,1,0,0,0,1
14781,10070235,95,180,0,0.0,359,0,1,0,1,0,0
14783,10070350,125,9,0,0.0,0,1,0,0,0,0,1
14784,10070663,45,1,0,0.0,0,0,1,0,0,0,1
14788,10071232,200,1,0,0.0,0,1,0,0,1,0,0
14793,10072750,350,7,0,0.0,0,1,0,0,0,0,1
14797,10076836,150,3,5,0.14,0,1,0,0,0,0,1
14804,10083881,100,1,1,0.03,0,1,0,0,0,1,0
14811,10086307,110,3,62,1.65,342,0,1,0,1,0,0
14813,10087575,90,1,2,0.05,0,1,0,0,1,0,0
14816,10088612,60,1,198,6.29,332,0,1,0,1,0,0
14817,10088636,60,1,189,5.97,319,0,1,0,1,0,0
14828,10097957,45,3,5,0.18,0,0,1,0,1,0,0
14856,10105606,210,2,46,1.22,4,1,0,0,0,0,1
14858,10105844,70,2,4,0.12,364,0,1,0,1,0,0
14863,10114830,200,3,0,0.0,0,1,0,0,0,0,1
14896,10130925,69,1,2,0.06,301,0,1,0,1,0,0
14897,10130963,99,1,0,0.0,264,0,1,0,1,0,0
14898,10131082,69,1,0,0.0,298,0,1,0,1,0,0
14899,10132356,150,4,17,1.09,40,1,0,0,1,0,0
14907,10134546,89,1,2,0.05,306,0,1,0,1,0,0
14909,10135104,75,3,79,2.1,221,0,1,0,1,0,0
14917,10137048,150,1,0,0.0,0,1,0,0,0,0,1
14943,10154762,65,1,43,1.2,51,0,0,1,0,0,1
14956,10163240,70,1,1,0.03,0,0,1,0,0,1,0
14960,10164031,29,1,1,0.03,0,0,0,1,0,0,1
14963,10165064,165,1,160,4.28,325,1,0,0,0,0,1
14974,10171782,37,2,11,0.33,0,0,1,0,1,0,0
14977,10174245,50,1,0,0.0,0,0,1,0,0,0,1
15005,10207267,140,30,2,0.07,351,1,0,0,0,0,1
15007,10207629,180,30,4,0.15,352,1,0,0,0,0,1
15019,10224998,69,1,1,0.03,293,0,1,0,1,0,0
15041,10243895,285,5,65,1.99,170,1,0,0,0,0,1
15043,10244876,200,2,0,0.0,0,0,1,0,1,0,0
15071,10270377,60,1,2,0.05,0,0,1,0,1,0,0
15077,10276934,35,3,0,0.0,0,0,1,0,1,0,0
15084,10280439,65,1,0,0.0,0,0,1,0,1,0,0
15099,10298783,65,2,148,4.24,252,0,1,0,1,0,0
15102,10308738,260,3,69,1.98,47,1,0,0,0,0,1
15108,10318976,75,2,10,0.41,365,0,1,0,1,0,0
15111,10319699,69,3,4,0.61,0,1,0,0,1,0,0
15127,10340705,80,1,24,0.83,365,0,1,0,1,0,0
15131,10341003,110,1,0,0.0,0,1,0,0,1,0,0
15134,10342713,45,4,10,0.33,315,0,1,0,1,0,0
15136,10343320,125,1,17,0.47,0,1,0,0,0,0,1
15139,10350120,100,1,0,0.0,0,0,0,1,0,0,1
15141,10351593,90,1,122,5.28,66,0,1,0,1,0,0
15145,10355054,95,3,1,0.04,23,0,1,0,0,0,1
15160,10367220,70,2,0,0.0,0,0,1,0,1,0,0
15166,10371643,45,27,0,0.0,0,0,1,0,0,0,1
15173,10385262,150,30,0,0.0,365,1,0,0,0,0,1
15215,10427351,140,30,0,0.0,329,1,0,0,0,0,1
15231,10446926,45,1,15,0.4,0,0,1,0,1,0,0
15241,10460113,72,1,80,2.7,155,0,1,0,1,0,0
15242,10460271,525,3,23,1.29,352,1,0,0,0,0,1
15250,10473676,125,3,6,0.19,8,1,0,0,1,0,0
15266,10488505,275,30,10,0.29,282,1,0,0,0,0,1
15281,10512575,136,31,1,0.07,365,1,0,0,0,0,1
15290,10516610,99,1,0,0.0,185,0,1,0,0,0,1
15306,10527546,200,31,8,0.25,186,1,0,0,0,0,1
15309,10537651,70,5,12,0.39,3,1,0,0,1,0,0
15313,10539491,250,1,79,2.18,365,1,0,0,0,0,1
15315,10540337,59,5,26,0.7,0,0,1,0,1,0,0
15316,10540383,80,2,78,2.59,89,0,1,0,1,0,0
15317,10540876,139,30,51,1.52,364,1,0,0,1,0,0
15319,10541080,150,1,4,0.12,0,1,0,0,0,0,1
15334,10548768,125,1,0,0.0,0,1,0,0,1,0,0
15342,10561771,70,2,4,0.11,0,1,0,0,1,0,0
15358,10574818,70,2,84,2.59,246,0,1,0,1,0,0
15361,10576172,100,2,51,1.73,10,0,1,0,1,0,0
15387,10612199,80,3,10,0.33,363,0,1,0,1,0,0
15388,10612564,99,4,59,1.6,52,0,1,0,0,0,1
15389,10614204,135,3,16,0.44,0,1,0,0,1,0,0
15400,10637010,80,3,1,0.1,0,1,0,0,0,1,0
15404,10648971,132,7,0,0.0,0,1,0,0,0,0,1
15421,10675118,150,31,15,0.42,0,1,0,0,0,1,0
15425,10676959,89,1,8,0.24,0,0,1,0,1,0,0
15457,10704981,175,2,1,0.04,0,1,0,0,0,0,1
15489,10748040,50,3,100,2.94,46,0,1,0,1,0,0
15490,10751336,80,1,1,0.03,0,1,0,0,0,1,0
15494,10755415,80,2,56,1.61,66,0,1,0,1,0,0
15503,10770836,82,1,0,0.0,0,1,0,0,0,0,1
15508,10774325,100,4,0,0.0,56,1,0,0,1,0,0
15523,10801474,45,7,6,0.17,0,0,1,0,1,0,0
15557,10836805,150,1,17,0.49,364,0,1,0,1,0,0
15567,10850008,128,1,27,0.81,267,0,1,0,0,1,0
15578,10863225,199,2,0,0.0,0,1,0,0,0,0,1
15580,10869804,60,15,0,0.0,0,1,0,0,0,0,1
15582,10875244,150,1,0,0.0,0,1,0,0,0,0,1
15583,10877875,179,1,26,0.8,318,0,1,0,1,0,0
15594,10887262,199,4,2,0.06,0,1,0,0,1,0,0
15595,10887847,89,1,184,5.4,259,0,1,0,0,0,1
15601,10902752,52,3,0,0.0,0,0,1,0,1,0,0
15605,10909987,100,2,127,3.5,73,0,1,0,1,0,0
15607,10919968,150,1,16,0.46,0,1,0,0,0,0,1
15608,10921091,150,2,0,0.0,0,1,0,0,0,0,1
15612,10924304,200,1,1,0.36,365,1,0,0,1,0,0
15616,10928250,399,5,9,0.29,0,1,0,0,1,0,0
15617,10930279,87,1,0,0.0,0,1,0,0,0,0,1
15618,10937904,75,1,0,0.0,0,0,1,0,1,0,0
15627,10943915,198,5,40,1.17,288,1,0,0,1,0,0
15640,10967026,50,3,87,2.39,171,0,1,0,1,0,0
15641,10967300,40,3,4,0.13,0,0,1,0,1,0,0
15649,10984202,265,1,0,0.0,0,1,0,0,0,0,1
15671,11008081,60,1,0,0.0,83,0,1,0,1,0,0
15696,11040458,300,1,23,0.65,91,1,0,0,1,0,0
15703,11044453,59,2,127,3.59,364,0,1,0,1,0,0
15723,11068187,145,3,2,0.06,0,1,0,0,0,0,1
15729,11086888,200,3,94,3.08,209,1,0,0,1,0,0
15745,11107261,57,3,81,2.34,208,0,1,0,1,0,0
15755,11123966,90,60,6,0.22,88,1,0,0,1,0,0
15769,11143462,100,3,51,1.45,63,1,0,0,1,0,0
15774,11145050,117,30,4,0.16,275,1,0,0,0,0,1
15787,11162475,125,3,6,0.17,0,0,1,0,0,0,1
15805,11185068,170,1,4,0.11,4,1,0,0,0,0,1
15826,11210604,40,21,11,0.31,177,0,1,0,0,0,1
15829,11212414,75,1,1,0.03,0,1,0,0,1,0,0
15857,11240650,2000,4,2,0.07,0,1,0,0,0,0,1
15885,11282348,250,3,6,0.18,0,1,0,0,0,0,1
15891,11292338,110,2,98,2.75,62,0,1,0,1,0,0
15897,11298300,145,1,1,0.03,0,1,0,0,0,0,1
15932,11337913,105,4,0,0.0,0,0,1,0,0,0,1
15936,11339154,175,3,3,0.09,0,1,0,0,0,0,1
15952,11360716,69,1,8,0.25,75,1,0,0,1,0,0
15959,11370047,80,3,55,1.55,213,0,1,0,1,0,0
15966,11372330,177,3,73,2.47,206,1,0,0,1,0,0
15968,11374387,190,1,2,0.06,0,1,0,0,0,0,1
15973,11377777,110,1,3,0.11,0,1,0,0,0,1,0
15983,11396225,145,12,7,0.24,0,1,0,0,1,0,0
16000,11415906,95,270,0,0.0,23,1,0,0,0,0,1
16014,11434339,100,1,0,0.0,0,0,1,0,1,0,0
16015,11434570,140,30,18,0.51,212,1,0,0,0,0,1
16016,11434848,55,1,0,0.0,0,0,1,0,1,0,0
16028,11441498,180,1,0,0.0,0,1,0,0,0,0,1
16030,11442506,250,4,3,0.09,26,1,0,0,0,0,1
16032,11444671,65,14,33,0.94,73,0,1,0,1,0,0
16035,11451070,130,5,1,0.03,0,1,0,0,0,1,0
16040,11452989,50,3,52,3.68,204,0,1,0,1,0,0
16054,11460993,169,3,86,2.6,59,1,0,0,1,0,0
16057,11461798,150,1,18,0.52,0,0,1,0,0,0,1
16058,11462440,120,12,0,0.0,0,0,1,0,0,0,1
16059,11462944,140,4,0,0.0,0,1,0,0,1,0,0
16067,11479334,76,14,2,0.06,0,1,0,0,1,0,0
16074,11486357,87,1,2,0.59,365,0,1,0,1,0,0
16077,11490215,450,3,7,0.32,359,1,0,0,0,1,0
16080,11491696,250,1,0,0.0,0,1,0,0,0,0,1
16081,11493255,180,2,56,1.57,307,0,1,0,0,0,1
16085,11496607,150,3,48,1.37,307,1,0,0,1,0,0
16091,11503509,375,7,5,0.16,0,1,0,0,0,1,0
16096,11511431,165,3,64,2.12,30,1,0,0,1,0,0
16097,11511592,45,1,2,0.06,0,0,1,0,1,0,0
16102,11514023,60,3,2,0.06,0,0,1,0,0,0,1
16120,11531899,140,3,6,0.18,89,1,0,0,1,0,0
16144,11552402,90,2,174,4.91,80,1,0,0,1,0,0
16153,11554224,140,1,8,0.23,0,1,0,0,0,0,1
16180,11581420,40,3,1,0.03,0,0,1,0,0,1,0
16181,11581737,101,14,10,0.51,0,1,0,0,0,0,1
16187,11587722,299,4,7,0.22,0,1,0,0,0,0,1
16188,11587779,79,1,4,0.11,0,0,1,0,0,0,1
16190,11588003,95,1,0,0.0,0,1,0,0,0,0,1
16213,11603913,135,30,1,0.04,336,1,0,0,0,0,1
16223,11611289,70,3,0,0.0,83,0,1,0,1,0,0
16252,11640637,46,1,2,0.06,0,0,1,0,0,1,0
16256,11649223,250,1,1,0.03,0,1,0,0,1,0,0
16287,11667455,350,7,0,0.0,0,1,0,0,0,0,1
16288,11667910,205,3,65,1.85,321,1,0,0,1,0,0
16292,11671588,150,30,2,0.15,308,1,0,0,0,0,1
16298,11675095,150,30,4,0.12,337,1,0,0,0,0,1
16326,11701404,120,3,17,0.49,16,1,0,0,0,0,1
16329,11712888,95,14,0,0.0,0,0,1,0,0,0,1
16340,11718329,40,1,0,0.0,0,0,1,0,0,0,1
16341,11718547,81,1,97,2.98,84,0,1,0,1,0,0
16342,11720001,190,3,40,1.18,334,1,0,0,1,0,0
16350,11730504,150,5,17,0.49,147,1,0,0,1,0,0
16352,11732961,130,3,67,1.95,24,1,0,0,1,0,0
16354,11737510,100,3,11,0.52,0,1,0,0,1,0,0
16365,11743421,199,3,2,0.41,178,1,0,0,0,0,1
16385,11758988,225,3,25,0.73,0,1,0,0,1,0,0
16392,11771598,50,1,0,0.0,0,0,1,0,1,0,0
16403,11782585,200,10,36,1.04,60,1,0,0,0,0,1
16404,11784410,50,7,16,0.48,336,0,1,0,1,0,0
16409,11788559,450,7,6,0.19,188,1,0,0,1,0,0
16415,11793542,96,1,0,0.0,0,0,1,0,0,0,1
16424,11802086,400,3,2,0.07,88,1,0,0,1,0,0
16430,11814079,120,14,9,0.26,0,1,0,0,1,0,0
16436,11819477,80,4,30,0.89,283,0,1,0,1,0,0
16438,11822193,154,2,68,1.96,39,1,0,0,0,0,1
16448,11827175,100,1,7,0.2,0,1,0,0,1,0,0
16453,11829459,60,4,20,0.6,62,0,1,0,1,0,0
16462,11841988,200,1,0,0.0,0,1,0,0,0,0,1
16463,11842127,425,5,0,0.0,0,1,0,0,0,0,1
16471,11850782,85,4,3,0.09,364,0,1,0,1,0,0
16479,11864530,75,20,17,0.79,213,0,1,0,1,0,0
16492,11871903,75,1,1,0.03,32,0,1,0,0,0,1
16493,11871932,195,1,3,0.09,0,1,0,0,0,0,1
16497,11873498,70,30,25,0.75,305,0,1,0,1,0,0
16512,11892476,92,5,4,0.13,0,1,0,0,1,0,0
16519,11904191,145,3,113,3.34,257,1,0,0,1,0,0
16531,11911783,160,3,2,0.06,0,1,0,0,0,0,1
16538,11924652,160,2,2,0.07,0,0,1,0,0,0,1
16550,11940117,148,7,41,1.2,297,1,0,0,1,0,0
16558,11947067,40,2,16,0.46,1,0,1,0,1,0,0
16571,11965121,80,1,13,0.96,179,0,1,0,1,0,0
16576,11967737,48,14,4,0.12,0,0,1,0,1,0,0
16583,11970867,105,1,149,4.37,133,1,0,0,0,0,1
16587,11971580,90,3,0,0.0,0,1,0,0,1,0,0
16598,11983165,105,3,17,0.51,110,0,1,0,0,0,1
16627,12003146,80,1,2,0.06,0,1,0,0,0,0,1
16631,12004547,200,2,115,3.44,214,1,0,0,0,0,1
16637,12005923,120,3,9,0.26,365,0,1,0,0,0,1
16643,12009651,117,30,8,0.49,307,1,0,0,1,0,0
16662,12025076,53,1,45,1.3,365,0,1,0,1,0,0
16686,12051116,150,2,15,0.46,214,1,0,0,0,0,1
16687,12052143,325,1,35,1.06,315,1,0,0,0,0,1
16692,12054286,75,1,0,0.0,0,0,1,0,0,0,1
16694,12054723,72,1,79,2.32,147,0,1,0,1,0,0
16698,12056684,125,5,15,0.44,0,1,0,0,1,0,0
16714,12074139,79,5,5,0.16,178,0,1,0,1,0,0
16717,12078997,160,3,27,0.8,327,1,0,0,0,0,1
16719,12079993,380,2,6,0.19,0,1,0,0,0,0,1
16751,12090887,65,2,5,0.15,0,0,1,0,0,1,0
16752,12091679,125,30,9,0.3,189,1,0,0,0,0,1
16762,12102526,400,30,1,0.04,365,1,0,0,0,0,1
16766,12106946,70,1,16,0.47,0,0,1,0,1,0,0
16775,12110663,82,4,95,2.79,73,0,1,0,1,0,0
16788,12114628,300,5,3,0.1,0,1,0,0,0,0,1
16789,12114756,140,1,7,0.2,0,1,0,0,0,0,1
16790,12115597,98,3,2,0.06,0,0,1,0,0,0,1
16800,12130620,60,2,5,0.16,0,0,1,0,1,0,0
16814,12142921,180,3,112,3.49,224,1,0,0,0,0,1
16819,12145887,55,1,1,0.03,0,0,1,0,1,0,0
16822,12148215,45,1,1,0.03,0,0,1,0,1,0,0
16832,12155460,136,30,0,0.0,270,1,0,0,0,0,1
16833,12156007,90,7,0,0.0,0,1,0,0,1,0,0
16846,12170991,65,2,3,0.09,0,0,1,0,0,0,1
16852,12173904,200,5,0,0.0,0,1,0,0,0,0,1
16857,12177276,105,2,41,1.21,89,0,0,1,0,0,1
16860,12184165,84,1,27,0.8,0,0,1,0,0,0,1
16862,12185578,95,12,4,0.12,0,0,1,0,1,0,0
16874,12190880,90,1,45,2.92,269,0,1,0,0,0,1
16876,12191116,59,1,5,0.16,0,0,1,0,0,0,1
16924,12234139,143,2,30,0.88,0,1,0,0,0,0,1
16928,12242672,35,1,0,0.0,0,0,1,0,1,0,0
16931,12243556,70,8,0,0.0,0,0,1,0,0,1,0
16935,12245906,110,120,2,0.06,179,1,0,0,0,0,1
16953,12267015,100,1,1,0.03,0,1,0,0,0,0,1
16955,12267599,125,1,91,2.73,359,1,0,0,1,0,0
16995,12300734,99,4,51,1.51,0,0,1,0,0,0,1
17002,12304938,135,30,5,0.16,351,1,0,0,0,0,1
17008,12309858,60,1,40,1.17,0,0,1,0,1,0,0
17009,12310495,75,2,46,1.35,0,0,1,0,1,0,0
17011,12315833,53,1,32,0.94,365,0,1,0,1,0,0
17020,12322999,70,3,0,0.0,0,0,1,0,0,1,0
17027,12326470,190,4,1,0.14,264,1,0,0,0,0,1
17052,12344949,350,5,0,0.0,0,1,0,0,1,0,0
17060,12356709,120,3,11,0.38,0,1,0,0,0,0,1
17070,12362194,399,1,0,0.0,0,1,0,0,0,0,1
17088,12377267,250,90,0,0.0,89,1,0,0,0,0,1
17092,12380920,45,5,4,0.12,177,0,1,0,1,0,0
17105,12388091,57,7,1,0.03,0,0,1,0,0,0,1
17116,12403252,175,2,121,3.61,330,1,0,0,1,0,0
17134,12411380,50,2,12,0.35,0,0,1,0,1,0,0
17146,12423868,130,2,5,0.15,0,1,0,0,1,0,0
17154,12430126,290,4,3,0.09,0,1,0,0,0,1,0
17155,12430153,85,2,7,0.21,0,1,0,0,0,0,1
17162,12445714,99,1,3,0.09,0,1,0,0,1,0,0
17171,12453775,130,3,37,1.12,89,0,1,0,1,0,0
17174,12462634,150,2,5,0.15,0,1,0,0,0,0,1
17177,12467421,150,1,0,0.0,0,1,0,0,0,0,1
17180,12470816,80,1,61,1.87,241,0,1,0,1,0,0
17182,12471447,200,3,5,0.15,0,1,0,0,0,0,1
17198,12494415,110,10,0,0.0,0,1,0,0,0,0,1
17204,12496037,375,30,3,0.11,84,1,0,0,0,0,1
17209,12497783,40,3,1,0.03,0,0,1,0,0,0,1
17212,12505852,125,1,0,0.0,0,1,0,0,0,0,1
17216,12511986,90,6,8,0.25,363,0,1,0,1,0,0
17217,12513217,53,30,2,0.11,183,0,1,0,0,0,1
17221,12519757,110,4,7,0.28,0,0,1,0,0,0,1
17233,12535946,200,30,1,0.44,263,1,0,0,0,0,1
17238,12538440,45,20,0,0.0,0,0,1,0,1,0,0
17255,12554945,53,5,8,0.27,0,0,1,0,1,0,0
17262,12560137,500,1,0,0.0,365,1,0,0,1,0,0
17266,12561755,170,4,12,0.36,0,1,0,0,0,0,1
17268,12563738,735,3,50,1.53,233,1,0,0,1,0,0
17287,12587017,200,2,142,4.29,53,1,0,0,0,0,1
17294,12593389,120,30,18,0.54,307,1,0,0,0,0,1
17295,12594614,75,3,22,0.71,89,0,1,0,1,0,0
17296,12598128,235,30,4,0.12,174,1,0,0,0,0,1
17297,12598446,275,30,4,0.19,269,1,0,0,0,0,1
17315,12621050,43,7,0,0.0,0,0,1,0,1,0,0
17319,12624890,39,4,42,1.26,179,0,0,1,1,0,0
17320,12625113,45,3,35,1.04,10,0,1,0,1,0,0
17322,12625934,25,1,0,0.0,0,0,1,0,1,0,0
17324,12626663,125,7,1,0.04,0,1,0,0,1,0,0
17334,12644989,185,2,10,0.3,0,1,0,0,0,0,1
17336,12645769,40,1,1,0.03,0,0,1,0,1,0,0
17347,12653674,136,1,30,0.95,0,1,0,0,1,0,0
17356,12657888,980,20,1,0.03,89,0,1,0,0,0,1
17358,12664893,73,4,64,1.9,179,0,1,0,1,0,0
17366,12671359,180,1,0,0.0,0,1,0,0,0,0,1
17369,12674680,100,1,0,0.0,0,0,1,0,0,0,1
17378,12679172,100,2,27,0.89,0,1,0,0,1,0,0
17387,12684394,115,1,2,0.06,0,0,1,0,1,0,0
17389,12685482,69,2,0,0.0,0,0,1,0,1,0,0
17399,12700609,197,30,2,0.07,365,1,0,0,0,0,1
17405,12704983,145,2,4,0.23,0,1,0,0,0,0,1
17409,12706362,100,3,1,0.03,365,0,1,0,1,0,0
17414,12711232,59,1,3,0.09,0,0,1,0,1,0,0
17419,12713950,50,7,2,0.06,0,0,1,0,0,1,0
17429,12728514,50,1,1,0.03,0,0,1,0,1,0,0
17436,12733742,45,3,1,0.03,0,0,1,0,1,0,0
17437,12734487,38,5,0,0.0,0,0,1,0,1,0,0
17444,12736761,259,3,51,1.56,69,1,0,0,1,0,0
17449,12738047,80,5,0,0.0,0,0,0,1,0,0,1
17452,12738718,74,3,0,0.0,170,0,1,0,1,0,0
17454,12738836,106,3,0,0.0,258,0,1,0,1,0,0
17465,12752736,35,45,0,0.0,0,0,1,0,0,0,1
17472,12757639,100,1,1,0.04,2,0,1,0,1,0,0
17474,12758216,120,2,4,0.12,0,1,0,0,0,0,1
17476,12760088,50,3,2,0.06,0,0,1,0,1,0,0
17491,12765858,49,30,0,0.0,0,0,1,0,0,0,1
17494,12774249,105,2,3,0.09,0,1,0,0,1,0,0
17496,12774975,50,2,0,0.0,0,0,1,0,1,0,0
17509,12788962,128,2,4,0.47,88,1,0,0,1,0,0
17525,12797920,100,1,1,0.03,0,0,1,0,0,0,1
17526,12798141,72,3,5,0.88,170,0,1,0,0,1,0
17539,12812504,59,1,0,0.0,0,0,1,0,1,0,0
17543,12812620,175,30,8,0.26,297,1,0,0,0,0,1
17564,12828338,85,3,1,0.09,0,1,0,0,1,0,0
17568,12831088,199,1,0,0.0,0,1,0,0,0,0,1
17571,12832227,100,1,5,0.15,0,0,1,0,0,0,1
17583,12836932,92,1,2,0.06,0,1,0,0,0,1,0
17587,12845260,160,30,0,0.0,365,1,0,0,0,0,1
17604,12851607,154,4,3,0.09,0,1,0,0,0,0,1
17608,12853330,60,2,1,0.03,0,0,1,0,1,0,0
17615,12855923,65,1,131,3.97,364,0,1,0,1,0,0
17621,12857265,165,1,80,2.45,125,1,0,0,1,0,0
17622,12861956,165,1,73,2.22,92,1,0,0,1,0,0
17628,12864193,375,2,2,0.07,0,1,0,0,0,0,1
17632,12865332,120,1,1,0.03,0,0,1,0,0,0,1
17649,12873930,180,3,2,0.06,0,1,0,0,0,0,1
17672,12895146,41,21,2,0.28,0,0,1,0,1,0,0
17674,12897616,75,1,1,0.03,0,0,1,0,0,0,1
17688,12903772,200,2,6,0.19,0,1,0,0,0,0,1
17693,12911110,90,8,1,0.03,0,1,0,0,0,0,1
17697,12914669,80,1,3,0.09,0,0,1,0,1,0,0
17699,12914749,67,4,1,0.03,0,0,1,0,1,0,0
17709,12917422,59,7,1,0.03,0,0,1,0,1,0,0
17714,12929852,499,3,54,1.69,84,1,0,0,1,0,0
17716,12932186,100,1,36,1.12,57,0,1,0,1,0,0
17724,12941586,180,2,7,0.21,0,1,0,0,0,0,1
17726,12947454,180,1,1,0.03,0,1,0,0,0,0,1
17729,12948486,190,2,3,0.09,365,0,1,0,1,0,0
17730,12949102,85,1,25,0.84,62,0,1,0,1,0,0
17745,12954148,67,3,5,0.15,0,0,1,0,0,0,1
17752,12955454,50,1,106,3.24,358,0,1,0,1,0,0
17755,12956122,125,1,0,0.0,0,1,0,0,0,0,1
17768,12966707,200,7,1,0.28,88,0,1,0,0,0,1
17771,12967227,2000,20,0,0.0,0,1,0,0,0,0,1
17772,12969014,175,5,11,0.39,0,1,0,0,0,0,1
17780,12972320,300,6,5,0.16,0,1,0,0,0,0,1
17796,12983995,115,49,2,0.11,0,1,0,0,0,0,1
17803,12986728,40,29,2,0.1,0,0,1,0,1,0,0
17812,12990172,110,7,0,0.0,0,1,0,0,0,1,0
17832,13004961,350,4,1,0.13,365,1,0,0,1,0,0
17833,13004967,125,2,3,0.11,365,0,1,0,1,0,0
17836,13006794,74,2,8,0.24,0,1,0,0,0,0,1
17850,13017140,120,2,2,0.08,0,1,0,0,0,1,0
17855,13018811,49,3,0,0.0,0,0,1,0,1,0,0
17893,13042894,75,3,0,0.0,365,0,0,1,1,0,0
17897,13044255,175,3,21,0.66,88,1,0,0,1,0,0
17922,13058888,75,1,0,0.0,0,0,1,0,1,0,0
17929,13062471,55,5,26,0.87,338,0,1,0,1,0,0
17987,13091455,140,3,1,0.03,87,1,0,0,0,0,1
18001,13094329,165,4,4,0.13,0,1,0,0,0,0,1
18008,13098705,175,2,24,0.82,125,1,0,0,1,0,0
18010,13098844,180,7,17,0.55,124,1,0,0,0,0,1
18011,13099377,130,3,2,0.08,89,0,1,0,1,0,0
18043,13113038,190,1,0,0.0,0,1,0,0,1,0,0
18046,13113422,294,14,0,0.0,0,1,0,0,0,0,1
18056,13114542,40,1,1,0.03,0,0,1,0,1,0,0
